cat_middle,cat_3,code_icd10_p,code_icd10,codename_high,codename,code_icd9
V40－V49,V44,V44.2,V442,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V44,V44.3,V443,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上外交通事故により受傷した詳細不明の乗員,
V40－V49,V44,V44.4,V444,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，乗降中に受傷した者,
V40－V49,V44,V44.5,V445,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上交通事故により受傷した運転者,
V40－V49,V44,V44.6,V446,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上交通事故により受傷した同乗者,
V40－V49,V44,V44.7,V447,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V44,V44.9,V449,NA,大型輸送車両又はバスとの衝突により受傷した乗用車乗員，路上交通事故により受傷した詳細不明の乗員,
V40－V49,V45,V45,V45,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員,
V40－V49,V45,V45.0,V450,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した運転者,
V40－V49,V45,V45.1,V451,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した同乗者,
V40－V49,V45,V45.2,V452,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V45,V45.3,V453,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した詳細不明の乗員,
V40－V49,V45,V45.4,V454,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，乗降中に受傷した者,
V40－V49,V45,V45.5,V455,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した運転者,
V40－V49,V45,V45.6,V456,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した同乗者,
V40－V49,V45,V45.7,V457,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V45,V45.9,V459,NA,鉄道列車又は鉄道車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した詳細不明の乗員,
V40－V49,V46,V46,V46,NA,その他の非モーター車両との衝突により受傷した乗用車乗員,
V40－V49,V46,V46.0,V460,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した運転者,
V40－V49,V46,V46.1,V461,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した同乗者,
V40－V49,V46,V46.2,V462,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V46,V46.3,V463,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上外交通事故により受傷した詳細不明の乗員,
V40－V49,V46,V46.4,V464,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，乗降中に受傷した者,
V40－V49,V46,V46.5,V465,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した運転者,
V40－V49,V46,V46.6,V466,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した同乗者,
V40－V49,V46,V46.7,V467,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V46,V46.9,V469,NA,その他の非モーター車両との衝突により受傷した乗用車乗員，路上交通事故により受傷した詳細不明の乗員,
V40－V49,V47,V47,V47,NA,固定又は静止した物体との衝突により受傷した乗用車乗員,
V40－V49,V47,V47.0,V470,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上外交通事故により受傷した運転者,
V40－V49,V47,V47.1,V471,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上外交通事故により受傷した同乗者,
V40－V49,V47,V47.2,V472,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V47,V47.3,V473,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上外交通事故により受傷した詳細不明の乗員,
V40－V49,V47,V47.4,V474,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，乗降中に受傷した者,
V40－V49,V47,V47.5,V475,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上交通事故により受傷した運転者,
V40－V49,V47,V47.6,V476,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上交通事故により受傷した同乗者,
V40－V49,V47,V47.7,V477,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V47,V47.9,V479,NA,固定又は静止した物体との衝突により受傷した乗用車乗員，路上交通事故により受傷した詳細不明の乗員,
V40－V49,V48,V48,V48,NA,衝突以外の交通事故により受傷した乗用車乗員,
V40－V49,V48,V48.0,V480,NA,衝突以外の交通事故により受傷した乗用車乗員，路上外交通事故により受傷した運転者,
V40－V49,V48,V48.1,V481,NA,衝突以外の交通事故により受傷した乗用車乗員，路上外交通事故により受傷した同乗者,
V40－V49,V48,V48.2,V482,NA,衝突以外の交通事故により受傷した乗用車乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V48,V48.3,V483,NA,衝突以外の交通事故により受傷した乗用車乗員，路上外交通事故により受傷した詳細不明の乗員,
V40－V49,V48,V48.4,V484,NA,衝突以外の交通事故により受傷した乗用車乗員，乗降中に受傷した者,
V40－V49,V48,V48.5,V485,NA,衝突以外の交通事故により受傷した乗用車乗員，路上交通事故により受傷した運転者,
V40－V49,V48,V48.6,V486,NA,衝突以外の交通事故により受傷した乗用車乗員，路上交通事故により受傷した同乗者,
V40－V49,V48,V48.7,V487,NA,衝突以外の交通事故により受傷した乗用車乗員，路上交通事故により受傷した車両の外側に乗っていた者,
V40－V49,V48,V48.9,V489,NA,衝突以外の交通事故により受傷した乗用車乗員，路上交通事故により受傷した詳細不明の乗員,
V40－V49,V49,V49,V49,NA,その他及び詳細不明の交通事故により受傷した乗用車乗員,
V40－V49,V49,V49.0,V490,NA,その他及び詳細不明のモーター車両との路上外交通事故により受傷した乗用車運転者,
V40－V49,V49,V49.1,V491,NA,その他及び詳細不明のモーター車両との路上外交通事故により受傷した乗用車同乗者,
V40－V49,V49,V49.2,V492,NA,その他及び詳細不明のモーター車両との路上外交通事故により受傷した詳細不明の乗用車乗員,
V40－V49,V49,V49.3,V493,NA,詳細不明の路上外交通事故により受傷した乗用車乗員,
V40－V49,V49,V49.4,V494,NA,その他及び詳細不明のモーター車両との路上交通事故により受傷した乗用車運転者,
V40－V49,V49,V49.5,V495,NA,その他及び詳細不明のモーター車両との路上交通事故により受傷した乗用車同乗者,
V40－V49,V49,V49.6,V496,NA,その他及び詳細不明のモーター車両との路上交通事故により受傷した詳細不明の乗用車乗員,
V40－V49,V49,V49.8,V498,NA,その他の明示された交通事故により受傷した乗用車乗員,
V40－V49,V49,V49.9,V499,NA,詳細不明の路上交通事故により受傷した乗用車乗員,
－,－,－,－,NA,NA,
－,－,－,－,NA,路上外交通事故により受傷した運転者,
－,－,－,－,NA,路上外交通事故により受傷した同乗者,
－,－,－,－,NA,路上外交通事故により受傷した車両の外側に乗っていた者,
－,－,－,－,NA,路上外交通事故により受傷した詳細不明の乗員,
－,－,－,－,NA,乗降中に受傷した者,
－,－,－,－,NA,路上交通事故により受傷した運転者,
－,－,－,－,NA,路上交通事故により受傷した同乗者,
－,－,－,－,NA,路上交通事故により受傷した車両の外側に乗っていた者,
－,－,－,－,NA,路上交通事故により受傷した詳細不明の乗員,
V50－V59,V50,V50,V50,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員,
V50－V59,V50,V50.0,V500,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員，路上外交通事故により受傷した運転者,
V50－V59,V50,V50.1,V501,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員，路上外交通事故により受傷した同乗者,
V50－V59,V50,V50.2,V502,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員，路上外交通事故により受傷した車両の外側に乗っていた者,
V50－V59,V50,V50.3,V503,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員，路上外交通事故により受傷した詳細不明の乗員,
V50－V59,V50,V50.4,V504,NA,歩行者又は動物との衝突により受傷した軽トラック乗員又はバン乗員，乗降中に受傷した者,
